Title,URL,Difficulty
Find the Count of Monotonic Pairs II,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-ii/,Hard
Premier League Table Ranking II,https://leetcode.com/problems/premier-league-table-ranking-ii/,Medium
Construct String with Minimum Cost (Easy),https://leetcode.com/problems/construct-string-with-minimum-cost-easy/,Medium
Find the Power of K-Size Subarrays I,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-i/,Medium
Find the Power of K-Size Subarrays II,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-ii/,Medium
Maximum Value Sum by Placing Three Rooks I,https://leetcode.com/problems/maximum-value-sum-by-placing-three-rooks-i/,Hard
Maximum Value Sum by Placing Three Rooks II,https://leetcode.com/problems/maximum-value-sum-by-placing-three-rooks-ii/,Hard
Count Substrings That Satisfy K-Constraint I,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-i/,Easy
Maximum Energy Boost From Two Drinks,https://leetcode.com/problems/maximum-energy-boost-from-two-drinks/,Medium
Find the Largest Palindrome Divisible by K,https://leetcode.com/problems/find-the-largest-palindrome-divisible-by-k/,Hard
Count Substrings That Satisfy K-Constraint II,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-ii/,Hard
Find Overlapping Shifts,https://leetcode.com/problems/find-overlapping-shifts/,Medium
Convert Doubly Linked List to Array I,https://leetcode.com/problems/convert-doubly-linked-list-to-array-i/,Easy
Final Array State After K Multiplication Operations I,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-i/,Easy
Count Almost Equal Pairs I,https://leetcode.com/problems/count-almost-equal-pairs-i/,Medium
Final Array State After K Multiplication Operations II,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-ii/,Hard
Count Almost Equal Pairs II,https://leetcode.com/problems/count-almost-equal-pairs-ii/,Hard
Find Overlapping Shifts II,https://leetcode.com/problems/find-overlapping-shifts-ii/,Hard
Constructing Two Increasing Arrays,https://leetcode.com/problems/constructing-two-increasing-arrays/,Hard
Find the Key of the Numbers,https://leetcode.com/problems/find-the-key-of-the-numbers/,Easy
Hash Divided String,https://leetcode.com/problems/hash-divided-string/,Medium
Find the Count of Good Integers,https://leetcode.com/problems/find-the-count-of-good-integers/,Hard
Minimum Amount of Damage Dealt to Bob,https://leetcode.com/problems/minimum-amount-of-damage-dealt-to-bob/,Hard
Check if Two Chessboard Squares Have the Same Color,https://leetcode.com/problems/check-if-two-chessboard-squares-have-the-same-color/,Easy
K-th Nearest Obstacle Queries,https://leetcode.com/problems/k-th-nearest-obstacle-queries/,Medium
Select Cells in Grid With Maximum Score,https://leetcode.com/problems/select-cells-in-grid-with-maximum-score/,Hard
Maximum XOR Score Subarray Queries,https://leetcode.com/problems/maximum-xor-score-subarray-queries/,Hard
Find Candidates for Data Scientist Position II,https://leetcode.com/problems/find-candidates-for-data-scientist-position-ii/,Medium
Maximum Total Area Occupied by Pistons,https://leetcode.com/problems/maximum-total-area-occupied-by-pistons/,Hard
Convert Date to Binary,https://leetcode.com/problems/convert-date-to-binary/,Easy
Maximize Score of Numbers in Ranges,https://leetcode.com/problems/maximize-score-of-numbers-in-ranges/,Medium
Reach End of Array With Max Score,https://leetcode.com/problems/reach-end-of-array-with-max-score/,Medium
Maximum Number of Moves to Kill All Pawns,https://leetcode.com/problems/maximum-number-of-moves-to-kill-all-pawns/,Hard
Sum of Consecutive Subarrays,https://leetcode.com/problems/sum-of-consecutive-subarrays/,Medium
Find Indices of Stable Mountains,https://leetcode.com/problems/find-indices-of-stable-mountains/,Easy
Find a Safe Walk Through a Grid,https://leetcode.com/problems/find-a-safe-walk-through-a-grid/,Medium
Find the Maximum Sequence Value of Array,https://leetcode.com/problems/find-the-maximum-sequence-value-of-array/,Hard
Length of the Longest Increasing Path,https://leetcode.com/problems/length-of-the-longest-increasing-path/,Hard
The Two Sneaky Numbers of Digitville,https://leetcode.com/problems/the-two-sneaky-numbers-of-digitville/,Easy
Maximum Multiplication Score,https://leetcode.com/problems/maximum-multiplication-score/,Medium
Minimum Number of Valid Strings to Form Target I,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-i/,Medium
Minimum Number of Valid Strings to Form Target II,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-ii/,Hard
Calculate Product Final Price,https://leetcode.com/problems/calculate-product-final-price/,Medium
Convert Doubly Linked List to Array II,https://leetcode.com/problems/convert-doubly-linked-list-to-array-ii/,Medium
Report Spam Message,https://leetcode.com/problems/report-spam-message/,Medium
Minimum Number of Seconds to Make Mountain Height Zero,https://leetcode.com/problems/minimum-number-of-seconds-to-make-mountain-height-zero/,Medium
Count Substrings That Can Be Rearranged to Contain a String I,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-i/,Medium
Count Substrings That Can Be Rearranged to Contain a String II,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-ii/,Hard
Sum of Consecutive Subsequences,https://leetcode.com/problems/sum-of-consecutive-subsequences/,Hard
Minimum Element After Replacement With Digit Sum,https://leetcode.com/problems/minimum-element-after-replacement-with-digit-sum/,Easy
Maximize the Total Height of Unique Towers,https://leetcode.com/problems/maximize-the-total-height-of-unique-towers/,Medium
Find the Lexicographically Smallest Valid Sequence,https://leetcode.com/problems/find-the-lexicographically-smallest-valid-sequence/,Medium
Find the Occurrence of First Almost Equal Substring,https://leetcode.com/problems/find-the-occurrence-of-first-almost-equal-substring/,Hard
Find the K-th Character in String Game I,https://leetcode.com/problems/find-the-k-th-character-in-string-game-i/,Easy
Count of Substrings Containing Every Vowel and K Consonants I,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-i/,Medium
Count of Substrings Containing Every Vowel and K Consonants II,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-ii/,Medium
Find the K-th Character in String Game II,https://leetcode.com/problems/find-the-k-th-character-in-string-game-ii/,Hard
Find Top Performing Driver,https://leetcode.com/problems/find-top-performing-driver/,Medium
Maximum Possible Number by Binary Concatenation,https://leetcode.com/problems/maximum-possible-number-by-binary-concatenation/,Medium
Remove Methods From Project,https://leetcode.com/problems/remove-methods-from-project/,Medium
Construct 2D Grid Matching Graph Layout,https://leetcode.com/problems/construct-2d-grid-matching-graph-layout/,Hard
Sorted GCD Pair Queries,https://leetcode.com/problems/sorted-gcd-pair-queries/,Hard
Find the Last Marked Nodes in Tree,https://leetcode.com/problems/find-the-last-marked-nodes-in-tree/,Hard
Construct the Minimum Bitwise Array I,https://leetcode.com/problems/construct-the-minimum-bitwise-array-i/,Easy
Construct the Minimum Bitwise Array II,https://leetcode.com/problems/construct-the-minimum-bitwise-array-ii/,Medium
Find Maximum Removals From Source String,https://leetcode.com/problems/find-maximum-removals-from-source-string/,Medium
Find the Number of Possible Ways for an Event,https://leetcode.com/problems/find-the-number-of-possible-ways-for-an-event/,Hard
Find X-Sum of All K-Long Subarrays I,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-i/,Easy
K-th Largest Perfect Subtree Size in Binary Tree,https://leetcode.com/problems/k-th-largest-perfect-subtree-size-in-binary-tree/,Medium
Count The Number of Winning Sequences,https://leetcode.com/problems/count-the-number-of-winning-sequences/,Hard
Find X-Sum of All K-Long Subarrays II,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-ii/,Hard
Premier League Table Ranking III,https://leetcode.com/problems/premier-league-table-ranking-iii/,Medium
Minimize Connected Groups by Inserting Interval,https://leetcode.com/problems/minimize-connected-groups-by-inserting-interval/,Medium
Find the Sequence of Strings Appeared on the Screen,https://leetcode.com/problems/find-the-sequence-of-strings-appeared-on-the-screen/,Medium
Count Substrings With K-Frequency Characters I,https://leetcode.com/problems/count-substrings-with-k-frequency-characters-i/,Medium
Minimum Division Operations to Make Array Non Decreasing,https://leetcode.com/problems/minimum-division-operations-to-make-array-non-decreasing/,Medium
Check if DFS Strings Are Palindromes,https://leetcode.com/problems/check-if-dfs-strings-are-palindromes/,Hard
Find Cities in Each State II,https://leetcode.com/problems/find-cities-in-each-state-ii/,Medium
Count Substrings With K-Frequency Characters II,https://leetcode.com/problems/count-substrings-with-k-frequency-characters-ii/,Hard
Find the Original Typed String I,https://leetcode.com/problems/find-the-original-typed-string-i/,Easy
Find Subtree Sizes After Changes,https://leetcode.com/problems/find-subtree-sizes-after-changes/,Medium
Maximum Points Tourist Can Earn,https://leetcode.com/problems/maximum-points-tourist-can-earn/,Medium
Find the Original Typed String II,https://leetcode.com/problems/find-the-original-typed-string-ii/,Hard
Find the Maximum Factor Score of Array,https://leetcode.com/problems/find-the-maximum-factor-score-of-array/,Medium
Total Characters in String After Transformations I,https://leetcode.com/problems/total-characters-in-string-after-transformations-i/,Medium
Find the Number of Subsequences With Equal GCD,https://leetcode.com/problems/find-the-number-of-subsequences-with-equal-gcd/,Hard
Total Characters in String After Transformations II,https://leetcode.com/problems/total-characters-in-string-after-transformations-ii/,Hard
Second Highest Salary II,https://leetcode.com/problems/second-highest-salary-ii/,Medium
Find the Number of K-Even Arrays,https://leetcode.com/problems/find-the-number-of-k-even-arrays/,Medium
Check Balanced String,https://leetcode.com/problems/check-balanced-string/,Easy
Find Minimum Time to Reach Last Room I,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-i/,Medium
Find Minimum Time to Reach Last Room II,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-ii/,Medium
Count Number of Balanced Permutations,https://leetcode.com/problems/count-number-of-balanced-permutations/,Hard
Maximum Sized Array,https://leetcode.com/problems/maximum-sized-array/,Medium
Smallest Divisible Digit Product I,https://leetcode.com/problems/smallest-divisible-digit-product-i/,Easy
Maximum Frequency of an Element After Performing Operations I,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-i/,Medium
Maximum Frequency of an Element After Performing Operations II,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-ii/,Hard
Smallest Divisible Digit Product II,https://leetcode.com/problems/smallest-divisible-digit-product-ii/,Hard
Adjacent Increasing Subarrays Detection I,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-i/,Easy
Adjacent Increasing Subarrays Detection II,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-ii/,Medium
Sum of Good Subsequences,https://leetcode.com/problems/sum-of-good-subsequences/,Hard
Count K-Reducible Numbers Less Than N,https://leetcode.com/problems/count-k-reducible-numbers-less-than-n/,Hard
Minimum Total Operations,https://leetcode.com/problems/minimum-total-operations/,Easy
Make Array Elements Equal to Zero,https://leetcode.com/problems/make-array-elements-equal-to-zero/,Easy
Zero Array Transformation I,https://leetcode.com/problems/zero-array-transformation-i/,Medium
Zero Array Transformation II,https://leetcode.com/problems/zero-array-transformation-ii/,Medium
Minimize the Maximum Adjacent Element Difference,https://leetcode.com/problems/minimize-the-maximum-adjacent-element-difference/,Hard
Books with NULL Ratings,https://leetcode.com/problems/books-with-null-ratings/,Easy
Find Sorted Submatrices With Maximum Element at Most K,https://leetcode.com/problems/find-sorted-submatrices-with-maximum-element-at-most-k/,Hard
Stone Removal Game,https://leetcode.com/problems/stone-removal-game/,Easy
Shift Distance Between Two Strings,https://leetcode.com/problems/shift-distance-between-two-strings/,Medium
Zero Array Transformation III,https://leetcode.com/problems/zero-array-transformation-iii/,Medium
Find the Maximum Number of Fruits Collected,https://leetcode.com/problems/find-the-maximum-number-of-fruits-collected/,Hard
Minimum Positive Sum Subarray ,https://leetcode.com/problems/minimum-positive-sum-subarray/,Easy
Rearrange K Substrings to Form Target String,https://leetcode.com/problems/rearrange-k-substrings-to-form-target-string/,Medium
Minimum Array Sum,https://leetcode.com/problems/minimum-array-sum/,Medium
Maximize Sum of Weights after Edge Removals,https://leetcode.com/problems/maximize-sum-of-weights-after-edge-removals/,Hard
First Letter Capitalization,https://leetcode.com/problems/first-letter-capitalization/,Hard
Design an Array Statistics Tracker ,https://leetcode.com/problems/design-an-array-statistics-tracker/,Hard
Smallest Number With All Set Bits,https://leetcode.com/problems/smallest-number-with-all-set-bits/,Easy
Identify the Largest Outlier in an Array,https://leetcode.com/problems/identify-the-largest-outlier-in-an-array/,Medium
Maximize the Number of Target Nodes After Connecting Trees I,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-i/,Medium
Maximize the Number of Target Nodes After Connecting Trees II,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-ii/,Hard
First Letter Capitalization II,https://leetcode.com/problems/first-letter-capitalization-ii/,Hard
Minimum Operations to Make Array Values Equal to K,https://leetcode.com/problems/minimum-operations-to-make-array-values-equal-to-k/,Easy
Minimum Time to Break Locks I,https://leetcode.com/problems/minimum-time-to-break-locks-i/,Medium
Digit Operations to Make Two Integers Equal,https://leetcode.com/problems/digit-operations-to-make-two-integers-equal/,Medium
Count Connected Components in LCM Graph,https://leetcode.com/problems/count-connected-components-in-lcm-graph/,Hard
Transformed Array,https://leetcode.com/problems/transformed-array/,Easy
Maximum Area Rectangle With Point Constraints I,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-i/,Medium
Maximum Subarray Sum With Length Divisible by K,https://leetcode.com/problems/maximum-subarray-sum-with-length-divisible-by-k/,Medium
Maximum Area Rectangle With Point Constraints II,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-ii/,Hard
Minimum Runes to Add to Cast Spell,https://leetcode.com/problems/minimum-runes-to-add-to-cast-spell/,Hard
Team Dominance by Pass Success,https://leetcode.com/problems/team-dominance-by-pass-success/,Hard
Minimum Time to Break Locks II,https://leetcode.com/problems/minimum-time-to-break-locks-ii/,Hard
Button with Longest Push Time,https://leetcode.com/problems/button-with-longest-push-time/,Easy
Maximize Amount After Two Days of Conversions,https://leetcode.com/problems/maximize-amount-after-two-days-of-conversions/,Medium
Count Beautiful Splits in an Array,https://leetcode.com/problems/count-beautiful-splits-in-an-array/,Medium
Minimum Operations to Make Character Frequencies Equal,https://leetcode.com/problems/minimum-operations-to-make-character-frequencies-equal/,Hard
Longest Team Pass Streak,https://leetcode.com/problems/longest-team-pass-streak/,Hard
Design a 3D Binary Matrix with Efficient Layer Tracking,https://leetcode.com/problems/design-a-3d-binary-matrix-with-efficient-layer-tracking/,Medium
Count Subarrays of Length Three With a Condition,https://leetcode.com/problems/count-subarrays-of-length-three-with-a-condition/,Easy
Count Paths With the Given XOR Value,https://leetcode.com/problems/count-paths-with-the-given-xor-value/,Medium
Check if Grid can be Cut into Sections,https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections/,Medium
Subsequences with a Unique Middle Mode I,https://leetcode.com/problems/subsequences-with-a-unique-middle-mode-i/,Hard
Minimum Number of Operations to Make Elements in Array Distinct,https://leetcode.com/problems/minimum-number-of-operations-to-make-elements-in-array-distinct/,Easy
Maximum Number of Distinct Elements After Operations,https://leetcode.com/problems/maximum-number-of-distinct-elements-after-operations/,Medium
Smallest Substring With Identical Characters I,https://leetcode.com/problems/smallest-substring-with-identical-characters-i/,Hard
Smallest Substring With Identical Characters II,https://leetcode.com/problems/smallest-substring-with-identical-characters-ii/,Hard
Maximum Number of Matching Indices After Right Shifts,https://leetcode.com/problems/maximum-number-of-matching-indices-after-right-shifts/,Medium
Find Circular Gift Exchange Chains,https://leetcode.com/problems/find-circular-gift-exchange-chains/,Hard
Minimum Operations to Make Columns Strictly Increasing,https://leetcode.com/problems/minimum-operations-to-make-columns-strictly-increasing/,Easy
Find the Lexicographically Largest String From the Box I,https://leetcode.com/problems/find-the-lexicographically-largest-string-from-the-box-i/,Medium
Count Special Subsequences,https://leetcode.com/problems/count-special-subsequences/,Medium
Count the Number of Arrays with K Matching Adjacent Elements,https://leetcode.com/problems/count-the-number-of-arrays-with-k-matching-adjacent-elements/,Hard
Find the Lexicographically Largest String From the Box II,https://leetcode.com/problems/find-the-lexicographically-largest-string-from-the-box-ii/,Hard
Substring Matching Pattern,https://leetcode.com/problems/substring-matching-pattern/,Easy
Design Task Manager,https://leetcode.com/problems/design-task-manager/,Medium
Longest Subsequence With Decreasing Adjacent Difference,https://leetcode.com/problems/longest-subsequence-with-decreasing-adjacent-difference/,Medium
Maximize Subarray Sum After Removing All Occurrences of One Element,https://leetcode.com/problems/maximize-subarray-sum-after-removing-all-occurrences-of-one-element/,Hard
Maximum Subarray With Equal Products,https://leetcode.com/problems/maximum-subarray-with-equal-products/,Easy
Find Mirror Score of a String,https://leetcode.com/problems/find-mirror-score-of-a-string/,Medium
Maximum Coins From K Consecutive Bags,https://leetcode.com/problems/maximum-coins-from-k-consecutive-bags/,Medium
Maximum Score of Non-overlapping Intervals,https://leetcode.com/problems/maximum-score-of-non-overlapping-intervals/,Hard
Find Products with Three Consecutive Digits ,https://leetcode.com/problems/find-products-with-three-consecutive-digits/,Easy
Subsequences with a Unique Middle Mode II,https://leetcode.com/problems/subsequences-with-a-unique-middle-mode-ii/,Hard
Zigzag Grid Traversal With Skip,https://leetcode.com/problems/zigzag-grid-traversal-with-skip/,Easy
Maximum Amount of Money Robot Can Earn,https://leetcode.com/problems/maximum-amount-of-money-robot-can-earn/,Medium
Minimize the Maximum Edge Weight of Graph,https://leetcode.com/problems/minimize-the-maximum-edge-weight-of-graph/,Medium
Count Non-Decreasing Subarrays After K Operations,https://leetcode.com/problems/count-non-decreasing-subarrays-after-k-operations/,Hard
Find Students Who Improved,https://leetcode.com/problems/find-students-who-improved/,Medium
Minimum Operations to Make Subarray Elements Equal,https://leetcode.com/problems/minimum-operations-to-make-subarray-elements-equal/,Medium
Maximum Difference Between Adjacent Elements in a Circular Array,https://leetcode.com/problems/maximum-difference-between-adjacent-elements-in-a-circular-array/,Easy
Minimum Cost to Make Arrays Identical,https://leetcode.com/problems/minimum-cost-to-make-arrays-identical/,Medium
Longest Special Path,https://leetcode.com/problems/longest-special-path/,Hard
Manhattan Distances of All Arrangements of Pieces,https://leetcode.com/problems/manhattan-distances-of-all-arrangements-of-pieces/,Hard
Sum of Variable Length Subarrays,https://leetcode.com/problems/sum-of-variable-length-subarrays/,Easy
Maximum and Minimum Sums of at Most Size K Subsequences,https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subsequences/,Medium
Paint House IV,https://leetcode.com/problems/paint-house-iv/,Medium
Maximum and Minimum Sums of at Most Size K Subarrays,https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subarrays/,Hard
Minimum Unlocked Indices to Sort Nums,https://leetcode.com/problems/minimum-unlocked-indices-to-sort-nums/,Medium
Count Partitions with Even Sum Difference,https://leetcode.com/problems/count-partitions-with-even-sum-difference/,Easy
Count Mentions Per User,https://leetcode.com/problems/count-mentions-per-user/,Medium
Maximum Frequency After Subarray Operation,https://leetcode.com/problems/maximum-frequency-after-subarray-operation/,Medium
Frequencies of Shortest Supersequences,https://leetcode.com/problems/frequencies-of-shortest-supersequences/,Hard
Find Valid Emails,https://leetcode.com/problems/find-valid-emails/,Easy
Permutations III,https://leetcode.com/problems/permutations-iii/,Medium
Find Valid Pair of Adjacent Digits in String,https://leetcode.com/problems/find-valid-pair-of-adjacent-digits-in-string/,Easy
Reschedule Meetings for Maximum Free Time I,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-i/,Medium
Reschedule Meetings for Maximum Free Time II,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-ii/,Medium
Minimum Cost Good Caption,https://leetcode.com/problems/minimum-cost-good-caption/,Hard
Maximum Difference Between Even and Odd Frequency I,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-i/,Easy
Maximum Manhattan Distance After K Changes,https://leetcode.com/problems/maximum-manhattan-distance-after-k-changes/,Medium
Minimum Increments for Target Multiples in an Array,https://leetcode.com/problems/minimum-increments-for-target-multiples-in-an-array/,Hard
Maximum Difference Between Even and Odd Frequency II,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-ii/,Hard
Sort Matrix by Diagonals,https://leetcode.com/problems/sort-matrix-by-diagonals/,Medium
Assign Elements to Groups with Constraints,https://leetcode.com/problems/assign-elements-to-groups-with-constraints/,Medium
Count Substrings Divisible By Last Digit,https://leetcode.com/problems/count-substrings-divisible-by-last-digit/,Hard
Maximize the Minimum Game Score,https://leetcode.com/problems/maximize-the-minimum-game-score/,Hard
Maximum Students on a Single Bench,https://leetcode.com/problems/maximum-students-on-a-single-bench/,Easy
Find Invalid IP Addresses,https://leetcode.com/problems/find-invalid-ip-addresses/,Hard
Sum of Good Numbers,https://leetcode.com/problems/sum-of-good-numbers/,Easy
Separate Squares I,https://leetcode.com/problems/separate-squares-i/,Medium
Separate Squares II,https://leetcode.com/problems/separate-squares-ii/,Hard
Shortest Matching Substring,https://leetcode.com/problems/shortest-matching-substring/,Hard
Find Special Substring of Length K,https://leetcode.com/problems/find-special-substring-of-length-k/,Easy
Eat Pizzas!,https://leetcode.com/problems/eat-pizzas/,Medium
Select K Disjoint Special Substrings,https://leetcode.com/problems/select-k-disjoint-special-substrings/,Medium
Length of Longest V-Shaped Diagonal Segment,https://leetcode.com/problems/length-of-longest-v-shaped-diagonal-segment/,Hard
Longest Common Prefix After at Most One Removal,https://leetcode.com/problems/longest-common-prefix-after-at-most-one-removal/,Medium
Check If Digits Are Equal in String After Operations I,https://leetcode.com/problems/check-if-digits-are-equal-in-string-after-operations-i/,Easy
Maximum Sum With at Most K Elements,https://leetcode.com/problems/maximum-sum-with-at-most-k-elements/,Medium
Check If Digits Are Equal in String After Operations II,https://leetcode.com/problems/check-if-digits-are-equal-in-string-after-operations-ii/,Hard
Maximize the Distance Between Points on a Square,https://leetcode.com/problems/maximize-the-distance-between-points-on-a-square/,Hard
Find Products with Valid Serial Numbers,https://leetcode.com/problems/find-products-with-valid-serial-numbers/,Easy
Maximum Coin Collection ,https://leetcode.com/problems/maximum-coin-collection/,Medium
Transform Array by Parity,https://leetcode.com/problems/transform-array-by-parity/,Easy
Find the Number of Copy Arrays,https://leetcode.com/problems/find-the-number-of-copy-arrays/,Medium
Find Minimum Cost to Remove Array Elements,https://leetcode.com/problems/find-minimum-cost-to-remove-array-elements/,Medium
Permutations IV,https://leetcode.com/problems/permutations-iv/,Hard
Find the Largest Almost Missing Integer,https://leetcode.com/problems/find-the-largest-almost-missing-integer/,Easy
Longest Palindromic Subsequence After at Most K Operations,https://leetcode.com/problems/longest-palindromic-subsequence-after-at-most-k-operations/,Medium
Sum of K Subarrays With Length at Least M,https://leetcode.com/problems/sum-of-k-subarrays-with-length-at-least-m/,Medium
Lexicographically Smallest Generated String,https://leetcode.com/problems/lexicographically-smallest-generated-string/,Hard
DNA Pattern Recognition ,https://leetcode.com/problems/dna-pattern-recognition/,Medium
Maximize Profit from Task Assignment,https://leetcode.com/problems/maximize-profit-from-task-assignment/,Medium
Fruits Into Baskets II,https://leetcode.com/problems/fruits-into-baskets-ii/,Easy
Choose K Elements With Maximum Sum,https://leetcode.com/problems/choose-k-elements-with-maximum-sum/,Medium
Fruits Into Baskets III,https://leetcode.com/problems/fruits-into-baskets-iii/,Medium
Maximize Subarrays After Removing One Conflicting Pair,https://leetcode.com/problems/maximize-subarrays-after-removing-one-conflicting-pair/,Hard
Apply Substitutions,https://leetcode.com/problems/apply-substitutions/,Medium
Analyze Organization Hierarchy,https://leetcode.com/problems/analyze-organization-hierarchy/,Hard
Unique 3-Digit Even Numbers,https://leetcode.com/problems/unique-3-digit-even-numbers/,Easy
Design Spreadsheet,https://leetcode.com/problems/design-spreadsheet/,Medium
Longest Common Prefix of K Strings After Removal,https://leetcode.com/problems/longest-common-prefix-of-k-strings-after-removal/,Hard
Longest Special Path II,https://leetcode.com/problems/longest-special-path-ii/,Hard
Maximum Unique Subarray Sum After Deletion,https://leetcode.com/problems/maximum-unique-subarray-sum-after-deletion/,Easy
Closest Equal Element Queries,https://leetcode.com/problems/closest-equal-element-queries/,Medium
Zero Array Transformation IV,https://leetcode.com/problems/zero-array-transformation-iv/,Medium
Count Beautiful Numbers,https://leetcode.com/problems/count-beautiful-numbers/,Hard
Phone Number Prefix,https://leetcode.com/problems/phone-number-prefix/,Easy
Maximum Containers on a Ship,https://leetcode.com/problems/maximum-containers-on-a-ship/,Easy
Properties Graph,https://leetcode.com/problems/properties-graph/,Medium
Find the Minimum Amount of Time to Brew Potions,https://leetcode.com/problems/find-the-minimum-amount-of-time-to-brew-potions/,Medium
Minimum Operations to Make Array Elements Zero,https://leetcode.com/problems/minimum-operations-to-make-array-elements-zero/,Hard
Maximize Score After Pair Deletions,https://leetcode.com/problems/maximize-score-after-pair-deletions/,Medium
Analyze Subscription Conversion ,https://leetcode.com/problems/analyze-subscription-conversion/,Medium
Reverse Degree of a String,https://leetcode.com/problems/reverse-degree-of-a-string/,Easy
Maximize Active Section with Trade I,https://leetcode.com/problems/maximize-active-section-with-trade-i/,Medium
Minimum Cost to Divide Array Into Subarrays,https://leetcode.com/problems/minimum-cost-to-divide-array-into-subarrays/,Hard
Maximize Active Section with Trade II,https://leetcode.com/problems/maximize-active-section-with-trade-ii/,Hard
Minimum Cost to Reach Every Position,https://leetcode.com/problems/minimum-cost-to-reach-every-position/,Easy
Longest Palindrome After Substring Concatenation I,https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-i/,Medium
Longest Palindrome After Substring Concatenation II,https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-ii/,Hard
Minimum Operations to Make Elements Within K Subarrays Equal,https://leetcode.com/problems/minimum-operations-to-make-elements-within-k-subarrays-equal/,Hard
Find Time Required to Eliminate Bacterial Strains,https://leetcode.com/problems/find-time-required-to-eliminate-bacterial-strains/,Hard
Minimum Pair Removal to Sort Array I,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-i/,Easy
Implement Router,https://leetcode.com/problems/implement-router/,Medium
Maximum Product of Subsequences With an Alternating Sum Equal to K,https://leetcode.com/problems/maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k/,Hard
Minimum Pair Removal to Sort Array II,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-ii/,Hard
Make a Positive Array,https://leetcode.com/problems/make-a-positive-array/,Medium
Minimum Operations to Make Array Sum Divisible by K,https://leetcode.com/problems/minimum-operations-to-make-array-sum-divisible-by-k/,Easy
Number of Unique XOR Triplets I,https://leetcode.com/problems/number-of-unique-xor-triplets-i/,Medium
Number of Unique XOR Triplets II,https://leetcode.com/problems/number-of-unique-xor-triplets-ii/,Medium
Shortest Path in a Weighted Tree,https://leetcode.com/problems/shortest-path-in-a-weighted-tree/,Hard
Find Closest Person,https://leetcode.com/problems/find-closest-person/,Easy
Smallest Palindromic Rearrangement I,https://leetcode.com/problems/smallest-palindromic-rearrangement-i/,Medium
Smallest Palindromic Rearrangement II,https://leetcode.com/problems/smallest-palindromic-rearrangement-ii/,Hard
Count Numbers with Non-Decreasing Digits ,https://leetcode.com/problems/count-numbers-with-non-decreasing-digits/,Hard
Minimum Threshold for Inversion Pairs Count,https://leetcode.com/problems/minimum-threshold-for-inversion-pairs-count/,Medium
Find Product Recommendation Pairs,https://leetcode.com/problems/find-product-recommendation-pairs/,Medium
Calculate Score After Performing Instructions,https://leetcode.com/problems/calculate-score-after-performing-instructions/,Medium
Make Array Non-decreasing,https://leetcode.com/problems/make-array-non-decreasing/,Medium
Find X Value of Array I,https://leetcode.com/problems/find-x-value-of-array-i/,Medium
Find X Value of Array II,https://leetcode.com/problems/find-x-value-of-array-ii/,Hard
Range XOR Queries with Subarray Reversals,https://leetcode.com/problems/range-xor-queries-with-subarray-reversals/,Hard
Find the Most Common Response,https://leetcode.com/problems/find-the-most-common-response/,Medium
Unit Conversion I,https://leetcode.com/problems/unit-conversion-i/,Medium
Count Cells in Overlapping Horizontal and Vertical Substrings,https://leetcode.com/problems/count-cells-in-overlapping-horizontal-and-vertical-substrings/,Medium
